HM103894	114243
KC310841	1287041
HM103897	588820
DQ314536	362959
U57765	47911
U57766	47892
X75908	428126
U57768	47896
JX945354	77133
X75903	526226
HM103899	114243
EU919200	447284
FJ380156	77133
AB070215	169137
AJ001049	868864
HQ231919	907705
AM990870	523714
FJ424512	645299
AM990872	523683
HQ326319	77133
JN681796	1086653
EU029645	458622
EU029644	458623
AEXW01000011	888810
EU100399	464089
DQ314531	362957
JX514883	1226353
JX123060	1220271
FN552409	675089
JQ733569	1172357
EU100391	466527
JX514889	1226357
EU407193	171953
EU100392	466529
EU100395	466530
JN685480	77133
JQ993890	599656
HQ631991	1110663
DQ310342	203449
HQ631993	1110665
AFQV01000020	1008453
GQ337173	91750
GQ337172	195045
HQ631997	1110673
HQ631996	1110666
HQ631999	184065
HQ631998	1110679
DM110782	35809
JQ225712	56763
DQ314530	362956
FN667196	155098
AF275701	148461
AJ415515	71861
AJXT01000061	1163407
AJ415519	2945
GU252110	888840
FJ786046	626420
GU479034	739144
AM412773	414912
EU600785	520145
EU600784	520143
EU600783	520144
HH792149	32644
FJ457568	579838
EF564379	443218
FJ457566	579836
FJ457563	579834
AF052703	77084
AB478660	152575
JN688165	1105185
EU442566	505269
JN688166	1105189
EU442562	505265
AF493689	191565
EU029648	458619
AF493687	191563
AF493686	191562
AF493685	191561
AF493684	191560
AF493683	191559
AM990877	523707
HQ857668	293324
AM990876	523641
GQ383912	670263
GQ383913	670264
AY350586	666510
AY770008	313373
DQ314532	362958
HQ231918	907679
DQ154829	77133
AM230685	373967
AM184302	370005
FJ638568	77133
DQ079638	303759
AB376080	498272
AF401523	168257
DQ396512	371681
DQ079633	1353535
AB542402	709831
EF114424	430550
JN863505	1120636
EF114421	430537
EF114420	430536
EF114423	430546
DQ537504	388374
AB376085	497799
AF275704	148462
EU478678	100371
AB376084	497795
EU530464	218034
AF411064	171243
JQ581742	86473
HQ610931	44448
S81337	29195
ACLL01000037	525309
JN867343	1104732
AM990879	523706
FJ528275	580831
FJ528272	580833
FJ528273	580675
FJ528270	580692
X77216	35816
GQ502493	152509
AB243858	361283
JO635810	9925
DQ248345	354403
DQ248346	354404
EU265998	77133
JF417804	77133
AB694340	77133
JX113681	1215031
EF019350	153809
JQ083322	1120321
JN049478	1053047
GU905029	754513
JQ083326	1120319
HM046584	766136
HM046585	766137
JN049472	1053041
JN049473	1053042
EU283560	221169
GU905021	754517
GU905026	754512
JN049477	1053046
JN049474	1053043
JN049475	1053044
AJ414655	697282
AB544080	715028
EU077187	459660
AB689749	1128619
AB689748	1128618
AB689747	1128617
FJ946586	278208
EU077186	459654
HQ689042	1045002
FJ946583	233795
AB184706	285570
JX865385	1249581
JN648932	1138190
HE659358	1141403
JN648930	1138188
EU252505	483675
JN648936	1138197
JN648937	1138199
JN648935	1138196
JX122818	1225100
JX122819	629275
JX122816	1225099
AY221606	86027
FN667447	155098
JX122815	1225101
JX122813	1225097
AY294221	242935
AY294220	242934
EU483153	507844
AY294222	242936
JF772056	1031222
AJ009510	78990
EU703154	154535
AJ009512	78992
JN427325	155900
AJ009514	78994
AJ009515	78995
EU100394	447441
AF019933	65827
GQ246678	682991
EU935260	585353
AF023264	924
JF430832	1079830
JF430833	1079831
JF430830	1079836
JF430831	1079829
HM438608	158754
JF430834	1079832
AM407725	407022
DQ514847	49260
DQ514845	210444
EF019978	153809
GU253999	704191
HQ631990	1110662
DQ514849	382366
AF525659	210616
EU867298	578278
EU867299	578277
HQ631992	1110664
JX984133	77133
HQ662219	1045485
DQ399262	374177
HQ631995	1110641
FN553451	676241
FJ169218	77133
HQ631994	1110685
JQ514085	1161349
JQ514087	1161343
JQ514086	1161336
AY167255	219000
HQ622504	937212
EU199111	244122
EU199110	480032
AY386124	256826
EU199112	186163
JQ514088	1161345
AF330038	154654
GQ246676	683059
JQ085246	754774
GU132502	689879
EU196325	479382
GU132500	689875
EU196323	479386
EU196322	479361
GU132505	689882
DQ682470	660513
AY457069	43304
JN695023	1170383
EU196328	479354
DQ395722	155900
JN591933	179112
AB189684	77133
JN591935	165436
DQ395725	155900
AF498729	204658
ACHM02000001	525282
AB542369	709845
JN208914	1071493
JX575970	543123
EU031752	457987
HM194636	1076925
AB062696	161919
AB302353	441086
JQ670767	1165495
EU326493	504270
JQ580169	120965
EF012099	408015
AF098492	89185
EU711427	530541
EU711426	530542
AJ748266	248450
AY308051	235337
AB576892	876829
AY308053	235329
EF012095	408021
EF012094	408022
EF012097	408008
AJ634661	269672
DQ487192	382699
DQ487193	382708
HM149209	867181
HM149208	867180
DQ487196	382710
AY695721	86027
DQ487194	382700
DQ487195	382701
DQ395891	155900
EU854870	549634
DQ487199	382704
JX393019	1211629
EF456752	432298
HQ450144	77133
HQ400666	914272
HM853804	1050096
HM853806	1050092
HM853808	1050090
EU935267	585359
AB003389	29523
AM940225	501487
AF293011	140597
JF772584	1071871
JF772586	1071853
JX986955	366649
HM779218	77133
AM910309	484598
AJ310648	153622
AM111071	349876
HQ317153	930847
FJ842670	637864
AM910303	484593
AM910301	484675
AM910300	484591
JX986959	1264931
JX986958	1264899
DQ184515	348887
HE584792	29497
HQ398414	942117
EU340026	489939
Z14096	801
AJ870968	306681
FJ463816	574799
KC001376	13136
HQ236621	908988
AB088636	1008
ACKS01000100	585502
AB088635	202748
EF165142	420556
ANTG01000025	1181737
EF165140	420577
EF165141	420576
JQ599634	1141768
JQ599636	1141770
FJ914484	589304
AIGX01000041	868188
FJ457569	579839
EF020172	152507
AF001762	60673
AY608992	283202
HQ178981	948226
EF139191	416586
EU870510	557297
AM282559	390878
GU451596	77133
AY197650	72996
AB247624	368405
HM800924	293089
AB531416	690381
EU375200	325449
EU375203	340359
CP001312	272942
JN874802	1124152
JN874801	1124151
JN874800	1140134
EU849580	559315
AHAM01000052	1107882
JN874804	1140135
AB617560	995833
JQ837817	211024
JN874809	1124144
JN518184	155900
EU723886	537472
AB617565	995834
JN492092	155900
AB617567	995835
AB118227	243834
GQ116245	77133
AJ550158	224721
EU046556	230311
EU308287	492835
JN208913	1071492
KC160867	1277124
EU977765	554101
ACAH01000068	565652
EU977763	554082
EU977761	554119
JN578475	1081596
AM490830	308878
EU703449	239735
KC160869	1277212
DQ239767	354198
EU977768	554128
AF223349	114076
AB050223	140263
HQ220135	933597
AB050225	140265
AB050226	140266
DQ103888	1276865
AB050228	140268
AB050229	140269
AF423250	164851
AF223347	114074
AF223346	114073
AB288049	417373
DQ103880	203449
JF763855	580936
JF763854	580935
JF763857	1081782
JF763856	580937
AY212737	77133
JF763853	561121
JF763852	621374
Y17112	75684
AY770012	313377
EU442560	505263
JF763859	1081789
JF763858	688970
EF421433	427743
EF421434	427744
AY862509	308357
JQ697592	1168348
AY862507	940190
AB294942	1211
AB294940	293400
AB294947	395355
JQ697591	1168347
U41352	44737
U41353	1018
AY581273	287958
AY581272	287957
HQ844458	1390
EF459724	344029
EU081288	478807
FJ154803	1304
GQ859626	882023
AJ422032	35787
AF479352	189088
GQ921951	680680
AF479357	189093
GQ859627	882024
AF479359	189095
M59176	2423
AF230718	115804
JN713533	1151739
GQ861528	717069
FJ847830	634435
AY500255	680247
FJ847832	634436
FJ847833	634439
EU365472	493496
AY500252	269314
DQ118732	340103
FJ847839	643693
EU374152	511961
AY102028	198022
EU365479	493475
AY260168	228656
CP002663	1007105
GU216220	699104
CP002660	991791
AJ278497	928729
AF125590	56142
CP002665	593907
AF125592	92401
EF152284	417156
AP008971	334413
AF374282	114243
GQ403690	72990
DQ833814	115547
HM448257	171953
AB681974	173990
AB681975	1163408
JQ014357	1114363
AJ272391	116089
JN615412	1123717
FR687204	881895
FR687206	29387
AB289318	419178
HQ437667	936418
FJ976056	649125
JN624846	1086699
U22316	5699
FJ976059	649129
FJ976058	649130
AB289317	419177
KC294131	1267887
KC294130	1267886
FJ842685	637876
KC294132	1267794
AICV01000012	882086
KC294137	1267815
AP009247	412965
KC001747	13136
CP001032	452637
EU800770	77133
AM177617	362419
AM177614	362416
AM177615	362417
AM177612	362414
FJ465978	77133
AB048256	136619
AJ404680	130788
ACGY01000162	525337
DQ069200	34034
AM177618	362420
AY266138	228909
HM135061	175274
JX224039	77133
DQ777728	85672
AY148078	212777
JQ739007	77133
AB187215	290228
EU593668	68190
AY148076	212775
AY148077	212776
DQ777727	393999
AY148071	212772
AEVI01000085	889206
AGZJ01000034	883155
JN713242	1151740
JN713241	1151476
JN713240	1151693
HM468064	887520
AENJ01000027	927655
AJ295657	133842
FM253687	570855
ABVR01000038	470146
JN713249	1151694
JN409026	91750
