uid	|	parent_uid	|	name	|	rank	|	sourceinfo	|	uniqname	|	flags	|	
306721	|	10162	|	Oncholaimus	|	genus	|	ncbi:129896,gbif:2281650	|		|		|	
1087377	|	306721	|	Oncholaimus sp. BUS5	|	species	|	ncbi:883347	|	Oncholaimus sp. BUS5 (ncbi:883347)	|		|	
1087376	|	306721	|	Oncholaimus sp. BUS4	|	species	|	ncbi:883346	|	Oncholaimus sp. BUS4 (ncbi:883346)	|		|	
1087375	|	306721	|	Oncholaimus sp. BUS3	|	species	|	ncbi:883345	|	Oncholaimus sp. BUS3 (ncbi:883345)	|		|	
1087374	|	306721	|	Oncholaimus sp. BUS2	|	species	|	ncbi:883344	|	Oncholaimus sp. BUS2 (ncbi:883344)	|		|	
1087373	|	306721	|	Oncholaimus sp. BUS1	|	species	|	ncbi:883343	|	Oncholaimus sp. BUS1 (ncbi:883343)	|		|	
1087372	|	306721	|	Oncholaimus sp. BCA26	|	species	|	ncbi:883342	|	Oncholaimus sp. BCA26 (ncbi:883342)	|		|	
1087371	|	306721	|	Oncholaimus sp. AUK36	|	species	|	ncbi:883341	|	Oncholaimus sp. AUK36 (ncbi:883341)	|		|	
1087367	|	306721	|	Oncholaimus sp. DBA4	|	species	|	ncbi:883349	|	Oncholaimus sp. DBA4 (ncbi:883349)	|		|	
1087366	|	306721	|	Oncholaimus sp. BUS7	|	species	|	ncbi:883348	|	Oncholaimus sp. BUS7 (ncbi:883348)	|		|	
1023834	|	306721	|	Oncholaimus sp. NAR7	|	species	|	ncbi:883352	|	Oncholaimus sp. NAR7 (ncbi:883352)	|		|	
949260	|	306721	|	Oncholaimus problematicus	|	species	|	ncbi:889775,gbif:4349775	|		|		|	
826872	|	306721	|	Oncholaimus sp. TJP-2010	|	species	|	ncbi:748466	|	Oncholaimus sp. TJP-2010 (ncbi:748466)	|		|	
614267	|	306721	|	Oncholaimus sp. BHMM-2005	|	species	|	ncbi:320125	|	Oncholaimus sp. BHMM-2005 (ncbi:320125)	|		|	
510654	|	306721	|	Oncholaimus sp. NUS7	|	species	|	ncbi:883358	|	Oncholaimus sp. NUS7 (ncbi:883358)	|		|	
510653	|	306721	|	Oncholaimus sp. OUS2	|	species	|	ncbi:883359	|	Oncholaimus sp. OUS2 (ncbi:883359)	|		|	
510647	|	306721	|	Oncholaimus sp. NAR16	|	species	|	ncbi:883350	|	Oncholaimus sp. NAR16 (ncbi:883350)	|		|	
510646	|	306721	|	Oncholaimus sp. NAR4	|	species	|	ncbi:883351	|	Oncholaimus sp. NAR4 (ncbi:883351)	|		|	
510643	|	306721	|	Oncholaimus sp. NUS10	|	species	|	ncbi:883353	|	Oncholaimus sp. NUS10 (ncbi:883353)	|		|	
510642	|	306721	|	Oncholaimus sp. NUS2	|	species	|	ncbi:883354	|	Oncholaimus sp. NUS2 (ncbi:883354)	|		|	
510641	|	306721	|	Oncholaimus sp. NUS4	|	species	|	ncbi:883355	|	Oncholaimus sp. NUS4 (ncbi:883355)	|		|	
510640	|	306721	|	Oncholaimus sp. NUS5	|	species	|	ncbi:883356	|	Oncholaimus sp. NUS5 (ncbi:883356)	|		|	
510639	|	306721	|	Oncholaimus sp. NUS6	|	species	|	ncbi:883357	|	Oncholaimus sp. NUS6 (ncbi:883357)	|		|	
463458	|	306721	|	Oncholaimus sp. MKL1	|	species	|	ncbi:130215	|	Oncholaimus sp. MKL1 (ncbi:130215)	|		|	
460327	|	306721	|	Oncholaimus sp. AUK23	|	species	|	ncbi:883339	|	Oncholaimus sp. AUK23 (ncbi:883339)	|		|	
365560	|	306721	|	Oncholaimus sp. AUK35	|	species	|	ncbi:883340	|	Oncholaimus sp. AUK35 (ncbi:883340)	|		|	
242111	|	306721	|	Oncholaimus sp. SBA3	|	species	|	ncbi:883361	|	Oncholaimus sp. SBA3 (ncbi:883361)	|		|	
242110	|	306721	|	Oncholaimus sp. SBA2	|	species	|	ncbi:883360	|	Oncholaimus sp. SBA2 (ncbi:883360)	|		|	
242098	|	306721	|	Oncholaimus sp. SBA5	|	species	|	ncbi:883362	|	Oncholaimus sp. SBA5 (ncbi:883362)	|		|	
29029	|	306721	|	Oncholaimus sp. PB-2005	|	species	|	ncbi:375089	|	Oncholaimus sp. PB-2005 (ncbi:375089)	|		|	
3591560	|	306721	|	Oncholaimus bajulus	|	species	|	gbif:2281659	|		|		|	
3591561	|	306721	|	Oncholaimus aquaedulcis	|	species	|	gbif:2281653	|		|		|	
3591564	|	306721	|	Oncholaimus attenuatus	|	species	|	gbif:2281651	|		|		|	
3591575	|	306721	|	Oncholaimus notoxyuris	|	species	|	gbif:2281657	|		|		|	
3591541	|	306721	|	Oncholaimus vesicarium	|	species	|	gbif:4349755	|		|		|	
3591572	|	306721	|	Oncholaimus leptos	|	species	|	gbif:4349749	|		|		|	
3591482	|	306721	|	Oncholaimus onchouris	|	species	|	gbif:4349744	|		|		|	
3591543	|	306721	|	Oncholaimus paraegypticus	|	species	|	gbif:2281690	|		|		|	
3591500	|	306721	|	Oncholaimus paroxyuris	|	species	|	gbif:4349790	|		|		|	
3591538	|	306721	|	Oncholaimus acuticauda	|	species	|	gbif:4349781	|		|		|	
3591509	|	306721	|	Oncholaimus tenuicaudatus	|	species	|	gbif:4349764	|		|		|	
3591524	|	306721	|	Oncholaimus qingdaoensis	|	species	|	gbif:4349747	|		|		|	
3591497	|	306721	|	Oncholaimus rapax	|	species	|	gbif:4349742	|		|		|	
3591495	|	306721	|	Oncholaimus brachyuris	|	species	|	gbif:4349802	|		|		|	
3591496	|	306721	|	Oncholaimus nigrocephalatus	|	species	|	gbif:2281658	|		|		|	
3591480	|	306721	|	Oncholaimus campbelli	|	species	|	gbif:2281652	|		|		|	
3591476	|	306721	|	Oncholaimus paralangrunensis	|	species	|	gbif:2281656	|		|		|	
3591568	|	306721	|	Oncholaimus domesticus	|	species	|	gbif:2281654	|		|		|	
3591576	|	306721	|	Oncholaimus eximius	|	species	|	gbif:4349788	|		|		|	
3591574	|	306721	|	Oncholaimus ceterus	|	species	|	gbif:4349780	|		|		|	
3591573	|	306721	|	Oncholaimus paraolium	|	species	|	gbif:4349783	|		|		|	
3591583	|	306721	|	Oncholaimus serpens	|	species	|	gbif:4349782	|		|		|	
3591581	|	306721	|	Oncholaimus incurvatus	|	species	|	gbif:4349784	|		|		|	
3591580	|	306721	|	Oncholaimus roervikensis	|	species	|	gbif:4349787	|		|		|	
3591579	|	306721	|	Oncholaimus conicauda	|	species	|	gbif:4349786	|		|		|	
3591559	|	306721	|	Oncholaimus rhopalocercus	|	species	|	gbif:4349748	|		|		|	
3591577	|	306721	|	Oncholaimus flagellatus	|	species	|	gbif:4349745	|		|		|	
3591490	|	306721	|	Oncholaimus conicaudatus	|	species	|	gbif:4349746	|		|		|	
3591493	|	306721	|	Oncholaimus appendiculatum	|	species	|	gbif:4349741	|		|		|	
3591492	|	306721	|	Oncholaimus cylindricaudatus	|	species	|	gbif:4349740	|		|		|	
3591494	|	306721	|	Oncholaimus longissimus	|	species	|	gbif:4349743	|		|		|	
3591563	|	306721	|	Oncholaimus skawensis	|	species	|	gbif:2281667	|		|		|	
3591562	|	306721	|	Oncholaimus dujardinii	|	species	|	gbif:2281666	|		|		|	
3591566	|	306721	|	Oncholaimus oxyuris	|	species	|	gbif:2281663	|		|		|	
3591565	|	306721	|	Oncholaimus cobbi	|	species	|	gbif:2281662	|		|		|	
3591555	|	306721	|	Oncholaimus ushakovi	|	species	|	gbif:2281661	|		|		|	
3591554	|	306721	|	Oncholaimus paredron	|	species	|	gbif:2281660	|		|		|	
3591558	|	306721	|	Oncholaimus apostematus	|	species	|	gbif:2281669	|		|		|	
3591556	|	306721	|	Oncholaimus aegypticus	|	species	|	gbif:2281668	|		|		|	
3591507	|	306721	|	Oncholaimus menzeli	|	species	|	gbif:4349803	|		|		|	
3591505	|	306721	|	Oncholaimus brachycercus	|	species	|	gbif:4349800	|		|		|	
3591508	|	306721	|	Oncholaimus echini	|	species	|	gbif:4349801	|		|		|	
3591567	|	306721	|	Oncholaimus plavmornini	|	species	|	gbif:4349776	|		|		|	
3591512	|	306721	|	Oncholaimus serratus	|	species	|	gbif:4349785	|		|		|	
3591570	|	306721	|	Oncholaimus malgassus	|	species	|	gbif:4349771	|		|		|	
3591529	|	306721	|	Oncholaimus elegans	|	species	|	gbif:4349752	|		|		|	
3591537	|	306721	|	Oncholaimus longicaudatus	|	species	|	gbif:4349753	|		|		|	
3591546	|	306721	|	Oncholaimus medius	|	species	|	gbif:4349750	|		|		|	
3591517	|	306721	|	Oncholaimus groenlandicus	|	species	|	gbif:4349758	|		|		|	
3591518	|	306721	|	Oncholaimus diversidens	|	species	|	gbif:4349759	|		|		|	
3591569	|	306721	|	Oncholaimus brevispiculum	|	species	|	gbif:4349797	|		|		|	
3591582	|	306721	|	Oncholaimus domesticum	|	species	|	gbif:4349798	|		|		|	
3591584	|	306721	|	Oncholaimus paradujardini	|	species	|	gbif:4349799	|		|		|	
3591533	|	306721	|	Oncholaimus lanceolatus	|	species	|	gbif:4349757	|		|		|	
3591532	|	306721	|	Oncholaimus marinus	|	species	|	gbif:4349754	|		|		|	
3591547	|	306721	|	Oncholaimus tobagoensis	|	species	|	gbif:2281674	|		|		|	
3591548	|	306721	|	Oncholaimus steinboecki	|	species	|	gbif:2281677	|		|		|	
3591534	|	306721	|	Oncholaimus campylocercoides	|	species	|	gbif:2281672	|		|		|	
3591535	|	306721	|	Oncholaimus steineri	|	species	|	gbif:2281673	|		|		|	
3591536	|	306721	|	Oncholaimus vesicarius	|	species	|	gbif:2281678	|		|		|	
3591539	|	306721	|	Oncholaimus priapulus	|	species	|	gbif:2281679	|		|		|	
3591530	|	306721	|	Oncholaimus salobrus	|	species	|	gbif:6484952	|		|		|	
3591477	|	306721	|	Oncholaimus brachycerus	|	species	|	gbif:2281665	|		|		|	
3591522	|	306721	|	Oncholaimus gladius	|	species	|	gbif:4349795	|		|		|	
3591511	|	306721	|	Oncholaimus barbatus	|	species	|	gbif:4349792	|		|		|	
3591510	|	306721	|	Oncholaimus cavatus	|	species	|	gbif:4349791	|		|		|	
3591523	|	306721	|	Oncholaimus vanderlandi	|	species	|	gbif:4349768	|		|		|	
3591503	|	306721	|	Oncholaimus notolangrunensis	|	species	|	gbif:2281683	|		|		|	
3591540	|	306721	|	Oncholaimus brevisetosus	|	species	|	gbif:2281687	|		|		|	
3591514	|	306721	|	Oncholaimus dujardini	|	species	|	gbif:4630067	|		|		|	
3591557	|	306721	|	Oncholaimus septentrionalis	|	species	|	gbif:4349789	|		|		|	
3591578	|	306721	|	Oncholaimus notoviridis	|	species	|	gbif:4349770	|		|		|	
3591489	|	306721	|	Oncholaimus brevicaudatus	|	species	|	gbif:2281670	|		|		|	
3591487	|	306721	|	Oncholaimus dujardinioides	|	species	|	gbif:2281671	|		|		|	
3591484	|	306721	|	Oncholaimus sahariensis	|	species	|	gbif:6484948	|		|		|	
3591483	|	306721	|	Oncholaimus carlbergi	|	species	|	gbif:6484947	|		|		|	
3591531	|	306721	|	Oncholaimus donsi	|	species	|	gbif:4349751	|		|		|	
3591553	|	306721	|	Oncholaimus multisetosus	|	species	|	gbif:4349756	|		|		|	
3591513	|	306721	|	Oncholaimus antarcticus	|	species	|	gbif:4349774	|		|		|	
3591491	|	306721	|	Oncholaimus chiltoni	|	species	|	gbif:4349773	|		|		|	
3591544	|	306721	|	Oncholaimus keiensis	|	species	|	gbif:4349794	|		|		|	
3591525	|	306721	|	Oncholaimus parachiltoni	|	species	|	gbif:4349793	|		|		|	
3591479	|	306721	|	Oncholaimus scanicus	|	species	|	gbif:4349796	|		|		|	
3591498	|	306721	|	Oncholaimus microdon	|	species	|	gbif:2281688	|		|		|	
3591499	|	306721	|	Oncholaimus brevicaudiculatus	|	species	|	gbif:2281681	|		|		|	
3591501	|	306721	|	Oncholaimus martini	|	species	|	gbif:2281682	|		|		|	
3591504	|	306721	|	Oncholaimus viridis	|	species	|	gbif:2281685	|		|		|	
3591502	|	306721	|	Oncholaimus opisthonchus	|	species	|	gbif:2281684	|		|		|	
3591506	|	306721	|	Oncholaimus thysanouraios	|	species	|	gbif:2281686	|		|		|	
3591545	|	306721	|	Oncholaimus manilius	|	species	|	gbif:4349777	|		|		|	
3591549	|	306721	|	Oncholaimus longicavatus	|	species	|	gbif:4349772	|		|		|	
3591550	|	306721	|	Oncholaimus rotundicaudatus	|	species	|	gbif:4349778	|		|		|	
3591542	|	306721	|	Oncholaimus sheri	|	species	|	gbif:4349779	|		|		|	
3591526	|	306721	|	Oncholaimus circulus	|	species	|	gbif:4349767	|		|		|	
3591528	|	306721	|	Oncholaimus longispiculosus	|	species	|	gbif:4349766	|		|		|	
3591527	|	306721	|	Oncholaimus sinensis	|	species	|	gbif:4349765	|		|		|	
3591515	|	306721	|	Oncholaimus flexus	|	species	|	gbif:4349763	|		|		|	
3591519	|	306721	|	Oncholaimus gasoeensis	|	species	|	gbif:4349762	|		|		|	
3591520	|	306721	|	Oncholaimus longus	|	species	|	gbif:4349761	|		|		|	
3591521	|	306721	|	Oncholaimus balli	|	species	|	gbif:4349760	|		|		|	
3591481	|	306721	|	Oncholaimus spiralis	|	species	|	gbif:4349769	|		|		|	
3591571	|	306721	|	Oncholaimus curvicauda	|	species	|	gbif:2281689	|		|		|	
3591551	|	306721	|	Oncholaimus spissus	|	species	|	gbif:2281675	|		|		|	
3591552	|	306721	|	Oncholaimus appendiculatus	|	species	|	gbif:2281676	|		|		|	
3591488	|	306721	|	Oncholaimus albidus	|	species	|	gbif:6484951	|		|		|	
3591485	|	306721	|	Oncholaimus abyssorum	|	species	|	gbif:6484954	|		|		|	
3591486	|	306721	|	Oncholaimus bollonsi	|	species	|	gbif:6484955	|		|		|	
3591478	|	306721	|	Oncholaimus coomansi	|	species	|	gbif:6484956	|		|		|	
3591516	|	306721	|	Oncholaimus moanae	|	species	|	gbif:6484958	|		|		|	
155862	|	10162	|	Metoncholaimus	|	genus	|	ncbi:748535,gbif:2281813	|		|		|	
155856	|	155862	|	Metoncholaimus sp. TJP-2010	|	species	|	ncbi:748536	|	Metoncholaimus sp. TJP-2010 (ncbi:748536)	|		|	
3592139	|	155862	|	Metoncholaimus parasimplex	|	species	|	gbif:6484965	|		|		|	
3592305	|	155862	|	Metoncholaimus antarcticus	|	species	|	gbif:4349818	|		|		|	
3592298	|	155862	|	Metoncholaimus haplotretos	|	species	|	gbif:4349813	|		|		|	
3592296	|	155862	|	Metoncholaimus murphyi	|	species	|	gbif:4349814	|		|		|	
3592291	|	155862	|	Metoncholaimus intermedius	|	species	|	gbif:4349817	|		|		|	
3592290	|	155862	|	Metoncholaimus denticaudatus	|	species	|	gbif:4349816	|		|		|	
3593147	|	155862	|	Metoncholaimus uvifer	|	species	|	gbif:2281816	|		|		|	
3594143	|	155862	|	Metoncholaimus moles	|	species	|	gbif:4349815	|		|		|	
3594199	|	155862	|	Metoncholaimus eberthi	|	species	|	gbif:6484964	|		|		|	
3592500	|	155862	|	Metoncholaimus anthophorus	|	species	|	gbif:4349812	|		|		|	
3593062	|	155862	|	Metoncholaimus demani	|	species	|	gbif:2281814	|		|		|	
3592399	|	155862	|	Metoncholaimus albidus	|	species	|	gbif:2281826	|		|		|	
3592689	|	155862	|	Metoncholaimus scissus	|	species	|	gbif:2281825	|		|		|	
3592688	|	155862	|	Metoncholaimus unguentarius	|	species	|	gbif:2281824	|		|		|	
3592687	|	155862	|	Metoncholaimus amplus	|	species	|	gbif:2281827	|		|		|	
3592686	|	155862	|	Metoncholaimus longiovum	|	species	|	gbif:2281821	|		|		|	
3592684	|	155862	|	Metoncholaimus scanicus	|	species	|	gbif:2281820	|		|		|	
3592683	|	155862	|	Metoncholaimus pristiurus	|	species	|	gbif:2281823	|		|		|	
3592682	|	155862	|	Metoncholaimus pelor	|	species	|	gbif:2281822	|		|		|	
3592942	|	155862	|	Metoncholaimus trichospiculum	|	species	|	gbif:2281818	|		|		|	
3592964	|	155862	|	Metoncholaimus simplex	|	species	|	gbif:2281817	|		|		|	
10153	|	10162	|	Pontonema	|	genus	|	ncbi:73928,gbif:2281760	|		|		|	
1015441	|	10153	|	Pontonema sp. 6I23B4	|	species	|	ncbi:331585	|	Pontonema sp. 6I23B4 (ncbi:331585)	|		|	
461670	|	10153	|	Pontonema sp. 3I24B4	|	species	|	ncbi:331583	|	Pontonema sp. 3I24B4 (ncbi:331583)	|		|	
10154	|	10153	|	Pontonema vulgare	|	species	|	ncbi:73929,gbif:2281770	|		|		|	
3591453	|	10153	|	Pontonema brachycercoides	|	species	|	gbif:4349835	|		|		|	
3591455	|	10153	|	Pontonema macrolaimus	|	species	|	gbif:2281779	|		|		|	
3591466	|	10153	|	Pontonema parpapilliferum	|	species	|	gbif:2281775	|		|		|	
3591470	|	10153	|	Pontonema hackingi	|	species	|	gbif:2281774	|		|		|	
3591468	|	10153	|	Pontonema yaenae	|	species	|	gbif:2281777	|		|		|	
3591459	|	10153	|	Pontonema vacillatum	|	species	|	gbif:2281776	|		|		|	
3591456	|	10153	|	Pontonema zernovi	|	species	|	gbif:2281771	|		|		|	
3591462	|	10153	|	Pontonema cobbi	|	species	|	gbif:2281773	|		|		|	
3591471	|	10153	|	Pontonema ditlevseni	|	species	|	gbif:4349850	|		|		|	
3591454	|	10153	|	Pontonema ocellatum	|	species	|	gbif:2281768	|		|		|	
3591467	|	10153	|	Pontonema serratodentatum	|	species	|	gbif:2281769	|		|		|	
3591465	|	10153	|	Pontonema donsi	|	species	|	gbif:2281762	|		|		|	
3591469	|	10153	|	Pontonema muelleri	|	species	|	gbif:2281763	|		|		|	
3591458	|	10153	|	Pontonema brevicaudatoides	|	species	|	gbif:2281761	|		|		|	
3591457	|	10153	|	Pontonema ardens	|	species	|	gbif:2281766	|		|		|	
3591464	|	10153	|	Pontonema californicum	|	species	|	gbif:2281767	|		|		|	
3591460	|	10153	|	Pontonema problematicum	|	species	|	gbif:2281764	|		|		|	
3591472	|	10153	|	Pontonema valviferum	|	species	|	gbif:2281765	|		|		|	
3591445	|	10153	|	Pontonema subtilis	|	species	|	gbif:4349842	|		|		|	
3591446	|	10153	|	Pontonema leidyi	|	species	|	gbif:4349843	|		|		|	
3591447	|	10153	|	Pontonema strandi	|	species	|	gbif:4349846	|		|		|	
3591448	|	10153	|	Pontonema ocellatus	|	species	|	gbif:4349847	|		|		|	
3591449	|	10153	|	Pontonema elongatum	|	species	|	gbif:4349844	|		|		|	
3591450	|	10153	|	Pontonema brachycercus	|	species	|	gbif:4349845	|		|		|	
3591451	|	10153	|	Pontonema alaeospicula	|	species	|	gbif:4349848	|		|		|	
3591452	|	10153	|	Pontonema vulgaris	|	species	|	gbif:4349849	|		|		|	
3591475	|	10153	|	Pontonema multisetosus	|	species	|	gbif:6484967	|		|		|	
3591442	|	10153	|	Pontonema parvum	|	species	|	gbif:4349838	|		|		|	
3591438	|	10153	|	Pontonema parocellatum	|	species	|	gbif:4349832	|		|		|	
3591439	|	10153	|	Pontonema similis	|	species	|	gbif:4349831	|		|		|	
3591440	|	10153	|	Pontonema multisetosum	|	species	|	gbif:4349837	|		|		|	
3591441	|	10153	|	Pontonema papilliferum	|	species	|	gbif:4349836	|		|		|	
3591437	|	10153	|	Pontonema teissieri	|	species	|	gbif:4349834	|		|		|	
3591443	|	10153	|	Pontonema incisum	|	species	|	gbif:4349851	|		|		|	
3591444	|	10153	|	Pontonema elongatus	|	species	|	gbif:4349841	|		|		|	
3591463	|	10153	|	Pontonema simile	|	species	|	gbif:2281778	|		|		|	
3591461	|	10153	|	Pontonema balticum	|	species	|	gbif:2281772	|		|		|	
3591473	|	10153	|	Pontonema filicaudatus	|	species	|	gbif:4349827	|		|		|	
3591474	|	10153	|	Pontonema propinquum	|	species	|	gbif:4349828	|		|		|	
3591436	|	10153	|	Pontonema arcticum	|	species	|	gbif:2281780	|		|		|	
3591832	|	10162	|	Vasculonema	|	genus	|	gbif:2281803	|		|		|	
3592553	|	3591832	|	Vasculonema caeruleum	|	species	|	gbif:2281805	|		|		|	
3591831	|	3591832	|	Vasculonema conicaudatum	|	species	|	gbif:2281804	|		|		|	
3592712	|	10162	|	Dioncholaimus	|	genus	|	gbif:2281617	|		|		|	
3592711	|	3592712	|	Dioncholaimus brevicavatus	|	species	|	gbif:2281618	|		|		|	
3592904	|	10162	|	Mononcholaimus	|	genus	|	gbif:2281691	|		|		|	
3593214	|	3592904	|	Mononcholaimus conicaudatus	|	species	|	gbif:2281696	|		|		|	
3593203	|	3592904	|	Mononcholaimus rusticus	|	species	|	gbif:2281697	|		|		|	
3593204	|	3592904	|	Mononcholaimus elegans	|	species	|	gbif:2281694	|		|		|	
3593207	|	3592904	|	Mononcholaimus setosus	|	species	|	gbif:2281695	|		|		|	
3593209	|	3592904	|	Mononcholaimus viscosus	|	species	|	gbif:2281692	|		|		|	
3593210	|	3592904	|	Mononcholaimus klatti	|	species	|	gbif:2281693	|		|		|	
3593211	|	3592904	|	Mononcholaimus gabriolae	|	species	|	gbif:2281698	|		|		|	
3593212	|	3592904	|	Mononcholaimus bandaensis	|	species	|	gbif:2281699	|		|		|	
3594023	|	3592904	|	Mononcholaimus glaberoides	|	species	|	gbif:4630068	|		|		|	
3592903	|	3592904	|	Mononcholaimus diodon	|	species	|	gbif:6484973	|		|		|	
3593684	|	3592904	|	Mononcholaimus separabilis	|	species	|	gbif:4349739	|		|		|	
3593550	|	10162	|	Fotolaimus	|	genus	|	gbif:4349736	|		|		|	
3593702	|	3593550	|	Fotolaimus apostematus	|	species	|	gbif:4349737	|		|		|	
3593679	|	3593550	|	Fotolaimus marinus	|	species	|	gbif:4349738	|		|		|	
3593367	|	10162	|	Anoncholaimus	|	genus	|	gbif:3249241	|		|		|	
3593366	|	3593367	|	Anoncholaimus mobilis	|	species	|	gbif:5188441	|		|		|	
3592085	|	10162	|	Pelagonema	|	genus	|	gbif:2281626	|		|		|	
3593579	|	3592085	|	Pelagonema obtusicauda	|	species	|	gbif:2281629	|		|		|	
3592830	|	3592085	|	Pelagonema tenue	|	species	|	gbif:2281628	|		|		|	
3592832	|	3592085	|	Pelagonema papillatum	|	species	|	gbif:2281627	|		|		|	
3592866	|	3592085	|	Pelagonema keiense	|	species	|	gbif:4349872	|		|		|	
3594303	|	3592085	|	Pelagonema anoplum	|	species	|	gbif:2281630	|		|		|	
3593057	|	3592085	|	Pelagonema simplex	|	species	|	gbif:2281631	|		|		|	
3594363	|	3592085	|	Pelagonema obtusicaudum	|	species	|	gbif:4349875	|		|		|	
3594358	|	3592085	|	Pelagonema norvegicum	|	species	|	gbif:4349873	|		|		|	
3594357	|	3592085	|	Pelagonema obtusicaudata	|	species	|	gbif:4349871	|		|		|	
3593396	|	3592085	|	Pelagonema longicaudum	|	species	|	gbif:2281632	|		|		|	
3593580	|	3592085	|	Pelagonema propinquum	|	species	|	gbif:4349874	|		|		|	
3592756	|	3592085	|	Pelagonema rotundicauda	|	species	|	gbif:6484972	|		|		|	
3592084	|	3592085	|	Pelagonema angusticavatum	|	species	|	gbif:4349868	|		|		|	
3592089	|	3592085	|	Pelagonema omalum	|	species	|	gbif:4349869	|		|		|	
3593259	|	10162	|	Doryonchus	|	genus	|	gbif:4349536	|		|	barren	|	
3591774	|	10162	|	Pseudoncholaimus	|	genus	|	gbif:4349804	|		|		|	
3592295	|	3591774	|	Pseudoncholaimus curticaudatus	|	species	|	gbif:4349811	|		|		|	
3592293	|	3591774	|	Pseudoncholaimus furugelmus	|	species	|	gbif:4349810	|		|		|	
3591773	|	3591774	|	Pseudoncholaimus saveljevi	|	species	|	gbif:4349806	|		|		|	
3591776	|	3591774	|	Pseudoncholaimus venustus	|	species	|	gbif:4349807	|		|		|	
3591876	|	3591774	|	Pseudoncholaimus elegans	|	species	|	gbif:4349805	|		|		|	
3591877	|	3591774	|	Pseudoncholaimus urbanus	|	species	|	gbif:4349808	|		|		|	
3591878	|	3591774	|	Pseudoncholaimus dujardinii	|	species	|	gbif:4349809	|		|		|	
3592088	|	10162	|	Meyersia	|	genus	|	gbif:2281843	|		|		|	
3593592	|	3592088	|	Meyersia meridionalis	|	species	|	gbif:2281846	|		|		|	
3593423	|	3592088	|	Meyersia bandaensis	|	species	|	gbif:2281847	|		|		|	
3593430	|	3592088	|	Meyersia minor	|	species	|	gbif:2281844	|		|		|	
3593397	|	3592088	|	Meyersia major	|	species	|	gbif:2281845	|		|		|	
3592087	|	3592088	|	Meyersia minus	|	species	|	gbif:4349866	|		|		|	
3591885	|	10162	|	Paradoncholaimus	|	genus	|	gbif:2281793	|		|		|	
3592551	|	3591885	|	Paradoncholaimus elegans	|	species	|	gbif:2281795	|		|		|	
3593548	|	3591885	|	Paradoncholaimus venustus	|	species	|	gbif:2281794	|		|		|	
3591829	|	10162	|	Octonchus	|	genus	|	gbif:2281807	|		|		|	
3594009	|	3591829	|	Octonchus marinus	|	species	|	gbif:2281808	|		|		|	
3591830	|	10162	|	Metoncholaimoides	|	genus	|	gbif:2281801	|		|		|	
3594027	|	3591830	|	Metoncholaimoides tasmaniensis	|	species	|	gbif:4630061	|		|		|	
3592142	|	3591830	|	Metoncholaimoides squalus	|	species	|	gbif:2281802	|		|		|	
3591979	|	3591830	|	Metoncholaimoides filicauda	|	species	|	gbif:4349867	|		|		|	
3593284	|	3591830	|	Metoncholaimoides pristiurus	|	species	|	gbif:4630057	|		|		|	
3593485	|	3591830	|	Metoncholaimoides brevispiculum	|	species	|	gbif:4630059	|		|		|	
3593444	|	10162	|	Bradybucca	|	genus	|	gbif:2281633	|		|		|	
3594024	|	3593444	|	Bradybucca rhopalura	|	species	|	gbif:2281634	|		|		|	
3594364	|	3593444	|	Bradybucca pontica	|	species	|	gbif:4349876	|		|		|	
3593931	|	10162	|	Paroncholaimus	|	genus	|	gbif:4349735	|		|	barren	|	
3592518	|	10162	|	Phaenoncholaimus	|	genus	|	gbif:2281606	|		|		|	
3592517	|	3592518	|	Phaenoncholaimus monodon	|	species	|	gbif:2281607	|		|		|	
3593067	|	10162	|	Cacolaimus	|	genus	|	gbif:2281811	|		|		|	
3593254	|	3593067	|	Cacolaimus papillatus	|	species	|	gbif:2281812	|		|		|	
3592506	|	10162	|	Oncholaimelloides	|	genus	|	gbif:2281755	|		|		|	
3592967	|	3592506	|	Oncholaimelloides vonhaffneri	|	species	|	gbif:2281756	|		|		|	
3594361	|	10162	|	Pelagonemella	|	genus	|	gbif:4349877	|		|		|	
3594362	|	3594361	|	Pelagonemella javaense	|	species	|	gbif:4349878	|		|		|	
3591968	|	10162	|	Asymmetrella	|	genus	|	gbif:2281790	|		|		|	
3591967	|	3591968	|	Asymmetrella glabra	|	species	|	gbif:5188442	|		|		|	
3591849	|	10162	|	Oncholaimoides	|	genus	|	gbif:2281797	|		|		|	
3591848	|	3591849	|	Oncholaimoides striatus	|	species	|	gbif:2281800	|		|		|	
3593537	|	3591849	|	Oncholaimoides elongatus	|	species	|	gbif:2281799	|		|		|	
3593535	|	3591849	|	Oncholaimoides rugosus	|	species	|	gbif:2281798	|		|		|	
3593547	|	10162	|	Pseudoparoncholaimus	|	genus	|	gbif:2281796	|		|	barren	|	
3592680	|	10162	|	Metaparoncholaimus	|	genus	|	gbif:2281636	|		|		|	
3594173	|	3592680	|	Metaparoncholaimus campylocercus	|	species	|	gbif:2281638	|		|		|	
3594237	|	3592680	|	Metaparoncholaimus orientalis	|	species	|	gbif:2281639	|		|		|	
3593033	|	3592680	|	Metaparoncholaimus heterocytous	|	species	|	gbif:2281637	|		|		|	
3594127	|	3592680	|	Metaparoncholaimus longispicula	|	species	|	gbif:4349825	|		|		|	
3592679	|	3592680	|	Metaparoncholaimus macrouraios	|	species	|	gbif:4349826	|		|		|	
